P00,6.544
P01,7.585
P02,8.841
P03,9.543
P04,7.835
P05,8.611
P06,9.099
P07,9.491
P08,8.780
P09,8.523
P10,8.642
P11,8.136
P12,8.704
P13,6.882
P14,9.126
