P00,3.726,1150,4.545454545
P01,3.201,4324,17.09090909
P02,3.623,6532,25.81818182
P03,5.468,6279,24.81818182
P04,2.976,4186,16.54545455
P05,5.056,4899,19.36363636
P06,3.786,2944,11.63636364
P07,5.242,7544,29.81818182
P08,4.765,4370,17.27272727
P09,5.564,7682,30.36363636
P10,4.974,1679,6.636363636
P11,4.422,552,2.181818182
P12,4.075,8832,34.90909091
P13,5.208,3680,14.54545455
P14,4.547,2047,8.090909091
,4.4422,,
