P00,6.688
P01,6.808
P02,7.724
P03,8.929
P04,6.437
P05,8.484
P06,9.032
P07,8.217
P08,7.934
P09,8.674
P10,8.276
P11,8.351
P12,8.578
P13,6.063
P14,7.906
