P00,3.118
P01,3.346
P02,3.803
P03,5.510
P04,3.316
P05,4.995
P06,4.052
P07,5.363
P08,5.076
P09,6.015
P10,5.041
P11,4.598
P12,4.012
P13,5.445
P14,3.994
